road_id,road_name1,START_LONGITUDE,START_LATITUDE,END_LONGITUDE,END_LATITUDE
R886,厦禾路（东向西）,118.1147855,24.4764326,118.11508810000001,24.4777827
R1326,厦禾路（东向西）,118.0990504,24.4688326,118.09899109999998,24.4688147
R1327,厦禾路（东向西）,118.09899109999998,24.4688147,118.09872959999998,24.4687355
R1328,厦禾路（东向西）,118.09872959999998,24.4687355,118.0966236,24.4682011
R1329,厦禾路（东向西）,118.0913429,24.466836999999998,118.0900217,24.466473
R1330,厦禾路（东向西）,118.0881361,24.4659653,118.0880564,24.465939600000002
R1331,厦禾路（东向西）,118.0880564,24.465939600000002,118.08550829999999,24.4652915
R1332,厦禾路（东向西）,118.08550829999999,24.4652915,118.08358170000001,24.4648094
R1333,厦禾路（东向西）,118.08334140000001,24.4647607,118.0817871,24.464393899999997
R1334,厦禾路（东向西）,118.0817871,24.464393899999997,118.0789743,24.463786199999998
R1335,厦禾路（东向西）,118.0789743,24.463786199999998,118.0772094,24.4633982
R1336,厦禾路（东向西）,118.0772094,24.4633982,118.07576770000001,24.4631079
R1337,厦禾路（东向西）,118.07473470000001,24.462884699999996,118.07446499999999,24.4628564
R1338,厦禾路（东向西）,118.07446499999999,24.4628564,118.07352140000002,24.462621399999996
R1339,厦禾路（东向西）,118.0684696,24.463280899999997,118.0683028,24.4633357
R1340,厦禾路（东向西）,118.0683028,24.4633357,118.06742379999999,24.463604
R1837,厦禾路（东向西）,118.0990504,24.4688326,118.0997098,24.4689829
R1838,厦禾路（东向西）,118.0997098,24.4689829,118.1008168,24.4692567
R1839,厦禾路（东向西）,118.10249109999998,24.469670899999997,118.1028415,24.4697629
R1840,厦禾路（东向西）,118.103626,24.4699531,118.1058277,24.470486800000003
R1841,厦禾路（东向西）,118.10962830000001,24.4718207,118.1097879,24.471926800000002
R1842,厦禾路（东向西）,118.1097879,24.471926800000002,118.11038549999999,24.4722169
R1843,厦禾路（东向西）,118.11211540000001,24.47348,118.1130764,24.474269699999997
R2196,厦禾路（东向西）,118.1143852,24.4789301,118.1147449,24.478905100000002
R1292,吕岭路（西向东）,118.12339229999999,24.492177899999998,118.1236571,24.4922322
R1293,吕岭路（西向东）,118.1242085,24.4924687,118.12457920000001,24.4928147
R1294,吕岭路（西向东）,118.12558929999999,24.4938452,118.12648349999999,24.494260699999998
R1295,吕岭路（西向东）,118.1267689,24.494401500000002,118.12715060000001,24.494555899999998
R1296,吕岭路（西向东）,118.12715060000001,24.494555899999998,118.1272379,24.4945912
R1297,吕岭路（西向东）,118.1272379,24.4945912,118.12795770000001,24.4947274
R1298,吕岭路（西向东）,118.12795770000001,24.4947274,118.128409,24.4947937
R1299,吕岭路（西向东）,118.12937859999998,24.494932199999997,118.1296808,24.494982699999998
R1300,吕岭路（西向东）,118.13259779999998,24.495038600000004,118.1327502,24.4950223
R1301,吕岭路（西向东）,118.1327502,24.4950223,118.1329865,24.495032000000002
R1302,吕岭路（西向东）,118.1394795,24.4928206,118.140501,24.4925703
R1303,吕岭路（西向东）,118.140501,24.4925703,118.1407999,24.4924969
R1304,吕岭路（西向东）,118.1407999,24.4924969,118.1409393,24.4924422
R1305,吕岭路（西向东）,118.1409393,24.4924422,118.1415269,24.492297
R1306,吕岭路（西向东）,118.1415269,24.492297,118.142854,24.4920129
R1307,吕岭路（西向东）,118.1434294,24.4919807,118.1439335,24.491798
R1308,吕岭路（西向东）,118.14631580000001,24.4910857,118.1469723,24.4907939
R1309,吕岭路（西向东）,118.14850590000002,24.4898466,118.14871059999999,24.4897321
R2744,吕岭路（西向东）,118.1753311,24.4849013,118.1782025,24.4839163
R2745,吕岭路（西向东）,118.180953,24.4829728,118.18132849999999,24.482802399999997
R2746,吕岭路（西向东）,118.18132849999999,24.482802399999997,118.1815828,24.4826867
R2747,吕岭路（西向东）,118.1815828,24.4826867,118.1820715,24.482511399999996
R2748,吕岭路（西向东）,118.1820715,24.482511399999996,118.1833545,24.4819673
R2749,吕岭路（西向东）,118.1833545,24.4819673,118.18655020000001,24.480612100000002
R2750,吕岭路（西向东）,118.18655020000001,24.480612100000002,118.1870385,24.480404999999998
R2751,吕岭路（西向东）,118.1870385,24.480404999999998,118.1879801,24.4800057
R2752,吕岭路（西向东）,118.18918159999998,24.4794962,118.18934009999998,24.479429
R2753,吕岭路（西向东）,118.18934009999998,24.479429,118.1894539,24.479373000000002
R2754,吕岭路（西向东）,118.1894539,24.479373000000002,118.1896432,24.4793032
R2755,吕岭路（西向东）,118.1896432,24.4793032,118.1911115,24.478719899999998
R2796,吕岭路（西向东）,118.1753311,24.4849013,118.1752361,24.4849336
R2797,吕岭路（西向东）,118.1752361,24.4849336,118.1750521,24.4849962
R2798,吕岭路（西向东）,118.16952279999998,24.486864100000002,118.16909629999999,24.4870068
R4903,吕岭路（西向东）,118.16909629999999,24.4870068,118.16894309999999,24.4870442
R4904,吕岭路（西向东）,118.16894309999999,24.4870442,118.16829709999999,24.487179
R4905,吕岭路（西向东）,118.16829709999999,24.487179,118.16793390000001,24.4872522
R4906,吕岭路（西向东）,118.1651419,24.4875218,118.16148909999998,24.488017000000003
R4907,吕岭路（西向东）,118.15769669999999,24.4884927,118.15531940000001,24.488595800000002
R4908,吕岭路（西向东）,118.15531940000001,24.488595800000002,118.1549804,24.4886105
R2909,金尚路（南向北）,118.1297578,24.5340026,118.13032220000001,24.533299300000003
R2910,金尚路（南向北）,118.13032220000001,24.533299300000003,118.1305771,24.5330038
R2911,金尚路（南向北）,118.1305771,24.5330038,118.1325366,24.530699300000002
R2912,金尚路（南向北）,118.1325366,24.530699300000002,118.13260290000001,24.530622100000002
R2913,金尚路（南向北）,118.13260290000001,24.530622100000002,118.13415090000001,24.5288183
R2914,金尚路（南向北）,118.14153119999999,24.522654100000004,118.1420436,24.522077
R2915,金尚路（南向北）,118.14212739999999,24.5219326,118.14222120000001,24.521770899999996
R2916,金尚路（南向北）,118.14222120000001,24.521770899999996,118.1426797,24.521034
R2917,金尚路（南向北）,118.1426797,24.521034,118.1431305,24.520044600000002
R2918,金尚路（南向北）,118.14375590000002,24.5169871,118.1440815,24.5147051
R2919,金尚路（南向北）,118.14441289999999,24.512617199999998,118.144476,24.5122198
R2920,金尚路（南向北）,118.144476,24.5122198,118.1444898,24.512133
R2921,金尚路（南向北）,118.1444898,24.512133,118.1444659,24.5117834
R2922,金尚路（南向北）,118.1444659,24.5117834,118.1441053,24.5065135
R2923,金尚路（南向北）,118.1438985,24.502550699999997,118.14387909999999,24.502222699999997
R2924,金尚路（南向北）,118.14387909999999,24.502222699999997,118.14385490000001,24.501614800000002
R2925,金尚路（南向北）,118.14385490000001,24.501614800000002,118.1438456,24.5013799
R2926,金尚路（南向北）,118.14374240000001,24.5010987,118.1436811,24.5008142
R2927,金尚路（南向北）,118.14344479999998,24.500169,118.1430633,24.4989147
R2928,金尚路（南向北）,118.1411493,24.4931796,118.140971,24.4925651
R2929,金尚路（南向北）,118.140971,24.4925651,118.1409393,24.4924422
R2930,金尚路（南向北）,118.1409393,24.4924422,118.1408574,24.4920371
R2931,金尚路（南向北）,118.1408574,24.4920371,118.1404311,24.488658899999997
R2932,金尚路（南向北）,118.13853259999999,24.4811413,118.1384282,24.4806674
R2651,云顶北路（南向北）,118.15488789999999,24.5054625,118.1550324,24.5062901
R2652,云顶北路（南向北）,118.1553033,24.5096146,118.15522340000001,24.510231100000002
R2653,云顶北路（南向北）,118.15513600000001,24.5105657,118.15510220000002,24.5107607
R2654,云顶北路（南向北）,118.15445090000001,24.513738600000003,118.1544139,24.5139443
R2655,云顶北路（南向北）,118.1544139,24.5139443,118.1542922,24.5143948
R2656,云顶北路（南向北）,118.1531163,24.5189136,118.1528007,24.520244199999997
R2657,云顶北路（南向北）,118.15147549999999,24.525572,118.15141170000001,24.5257563
R2658,云顶北路（南向北）,118.15141170000001,24.5257563,118.1511321,24.526407
R2659,云顶北路（南向北）,118.150049,24.5290806,118.14910630000001,24.531301199999998
R2660,云顶北路（南向北）,118.14873940000001,24.53219,118.1481773,24.5335517
R2661,云顶北路（南向北）,118.1472963,24.535733399999998,118.14726399999999,24.5358092
R2662,云顶北路（南向北）,118.14726399999999,24.5358092,118.14676899999999,24.536972199999997
R997,湖滨南路（东向西）,118.1067108,24.4770063,118.10653390000002,24.476977899999998
R998,湖滨南路（东向西）,118.10653390000002,24.476977899999998,118.106072,24.4768514
R999,湖滨南路（东向西）,118.106072,24.4768514,118.1039449,24.476261100000002
R1000,湖滨南路（东向西）,118.10067759999998,24.4754046,118.09790859999998,24.4746223
R1001,湖滨南路（东向西）,118.0964297,24.4742122,118.0958572,24.4740736
R1002,湖滨南路（东向西）,118.0958572,24.4740736,118.0957159,24.474044199999998
R1003,湖滨南路（东向西）,118.0957159,24.474044199999998,118.09521299999999,24.4739153
R1004,湖滨南路（东向西）,118.09521299999999,24.4739153,118.09465,24.473736399999996
R1005,湖滨南路（东向西）,118.09234769999999,24.473055399999996,118.0920945,24.473030899999998
R1006,湖滨南路（东向西）,118.0871129,24.4716788,118.0863638,24.4714705
R1007,湖滨南路（东向西）,118.0863638,24.4714705,118.08622050000001,24.4714236
R1008,湖滨南路（东向西）,118.08622050000001,24.4714236,118.08589340000002,24.471362300000003
R1009,湖滨南路（东向西）,118.08589340000002,24.471362300000003,118.0838108,24.470791000000002
R1010,湖滨南路（东向西）,118.0838108,24.470791000000002,118.08189809999999,24.470252300000002
R1011,湖滨南路（东向西）,118.08176259999999,24.470222699999997,118.080044,24.4697557
R1012,湖滨南路（东向西）,118.080044,24.4697557,118.0783388,24.4692966
R1013,湖滨南路（东向西）,118.07732390000001,24.4690151,118.076555,24.468801899999995
R1014,湖滨南路（东向西）,118.0757804,24.4685927,118.0752033,24.468436899999997
R1015,湖滨南路（东向西）,118.0743628,24.468248199999998,118.0740279,24.468183800000002
R1016,湖滨南路（东向西）,118.07391969999999,24.468163,118.073705,24.4680681
R1250,湖滨南路（东向西）,118.115248,24.479501899999995,118.1148364,24.479233100000002
R1251,湖滨南路（东向西）,118.1148364,24.479233100000002,118.1138111,24.478947199999997
R1252,湖滨南路（东向西）,118.113324,24.4788263,118.11306409999999,24.478763600000004
R1253,湖滨南路（东向西）,118.11306409999999,24.478763600000004,118.1104058,24.4779995
R1254,湖滨南路（东向西）,118.10996329999999,24.477863100000004,118.10716409999998,24.4771257
R1255,湖滨南路（东向西）,118.10716409999998,24.4771257,118.1067108,24.4770063
R3457,湖滨南路（东向西）,118.08589340000002,24.471362300000003,118.08571950000001,24.4713477
R3458,湖滨南路（东向西）,118.08381000000001,24.4709009,118.08282849999999,24.470628
R3459,湖滨南路（东向西）,118.0817081,24.470316399999998,118.0800164,24.469846
R3460,湖滨南路（东向西）,118.0800164,24.469846,118.07488490000001,24.468463699999997
R3463,湖滨南路（东向西）,118.106072,24.4768514,118.10569109999999,24.476819
R3464,湖滨南路（东向西）,118.10065890000001,24.475465399999997,118.09788400000001,24.4746978
R3469,湖滨南路（东向西）,118.1148364,24.479233100000002,118.11459540000001,24.4791828
R3470,湖滨南路（东向西）,118.113244,24.4788687,118.11307099999999,24.4788225
R3471,湖滨南路（东向西）,118.11307099999999,24.4788225,118.1103825,24.478072
R3472,湖滨南路（东向西）,118.1099341,24.477949600000002,118.1074835,24.477285600000002
R3473,湖滨南路（东向西）,118.09521299999999,24.4739153,118.09460959999998,24.473806200000002
R2763,仙岳路辅路（西向东）,118.1448061,24.501132899999998,118.1461845,24.501264600000003
R2764,仙岳路辅路（西向东）,118.14935430000001,24.5015674,118.1499172,24.501600699999997
R2765,仙岳路辅路（西向东）,118.1499172,24.501600699999997,118.1511197,24.501672
R2766,仙岳路辅路（西向东）,118.15366929999999,24.5016065,118.1540523,24.501642800000003
R3156,仙岳路辅路（西向东）,118.0913707,24.4916163,118.09223190000002,24.4915795
R3157,仙岳路辅路（西向东）,118.09739280000001,24.492725,118.09777140000001,24.4928266
R3158,仙岳路辅路（西向东）,118.09777140000001,24.4928266,118.0979547,24.4928702
R3159,仙岳路辅路（西向东）,118.0979547,24.4928702,118.0983969,24.4929895
R3160,仙岳路辅路（西向东）,118.0983969,24.4929895,118.099267,24.4932242
R3161,仙岳路辅路（西向东）,118.1016963,24.4938581,118.1025769,24.4941371
R3162,仙岳路辅路（西向东）,118.10731329999999,24.4954051,118.10934329999999,24.4960128
R3163,仙岳路辅路（西向东）,118.10934329999999,24.4960128,118.10960970000001,24.4960925
R3164,仙岳路辅路（西向东）,118.10960970000001,24.4960925,118.1097406,24.4961329
R3165,仙岳路辅路（西向东）,118.1097406,24.4961329,118.1101282,24.4962867
R3166,仙岳路辅路（西向东）,118.1101282,24.4962867,118.11080530000001,24.496539000000002
R3167,仙岳路辅路（西向东）,118.11641029999998,24.4990082,118.1185682,24.4999363
R3168,仙岳路辅路（西向东）,118.1190882,24.5001602,118.12074579999998,24.5009881
R3169,仙岳路辅路（西向东）,118.12074579999998,24.5009881,118.1214557,24.501300600000004
R3170,仙岳路辅路（西向东）,118.1214557,24.501300600000004,118.1216331,24.501378699999997
R3171,仙岳路辅路（西向东）,118.1216331,24.501378699999997,118.12218109999999,24.501619899999998
R3172,仙岳路辅路（西向东）,118.12218109999999,24.501619899999998,118.12304209999999,24.501998999999998
R3173,仙岳路辅路（西向东）,118.12346629999999,24.502134299999998,118.12429740000002,24.5023333
R3174,仙岳路辅路（西向东）,118.12429740000002,24.5023333,118.12483540000001,24.502385
R3175,仙岳路辅路（西向东）,118.1281324,24.502178699999998,118.128244,24.5021697
R3176,仙岳路辅路（西向东）,118.128244,24.5021697,118.12917420000001,24.502094500000002
R3177,仙岳路辅路（西向东）,118.1309686,24.5019259,118.1315742,24.501865
R3178,仙岳路辅路（西向东）,118.1315742,24.501865,118.13254340000002,24.5017675
R3179,仙岳路辅路（西向东）,118.13254340000002,24.5017675,118.1339341,24.501627600000003
R3180,仙岳路辅路（西向东）,118.1339341,24.501627600000003,118.1357304,24.501523199999998
R3181,仙岳路辅路（西向东）,118.13591650000001,24.5015091,118.13818559999999,24.501337300000003
R3182,仙岳路辅路（西向东）,118.13845330000001,24.5013124,118.1413503,24.5010783
R3183,仙岳路辅路（西向东）,118.14207409999999,24.5010623,118.14342909999999,24.5010957
R3184,仙岳路辅路（西向东）,118.1436127,24.501112600000003,118.14374240000001,24.5010987
R3185,仙岳路辅路（西向东）,118.14374240000001,24.5010987,118.14431040000001,24.5011158
R3399,仙岳路辅路（西向东）,118.1544672,24.501626,118.15480600000001,24.501649800000003
R3400,仙岳路辅路（西向东）,118.15727549999998,24.5020967,118.1573727,24.502128699999997
R3401,仙岳路辅路（西向东）,118.16480320000001,24.505851899999996,118.1653713,24.5062125
R3402,仙岳路辅路（西向东）,118.1653713,24.5062125,118.16554679999999,24.506323899999998
R3403,仙岳路辅路（西向东）,118.16947749999999,24.5081704,118.169771,24.5082807
R3404,仙岳路辅路（西向东）,118.169771,24.5082807,118.17032079999998,24.5085143
R3405,仙岳路辅路（西向东）,118.17032079999998,24.5085143,118.1705133,24.5085955
R3406,仙岳路辅路（西向东）,118.1705133,24.5085955,118.1710455,24.5087546
R3407,仙岳路辅路（西向东）,118.1712312,24.5088202,118.1717418,24.509000600000004
R3408,仙岳路辅路（西向东）,118.17375179999999,24.5096928,118.1743754,24.5099532
R5136,仙岳路辅路（西向东）,118.1448061,24.501132899999998,118.1445381,24.5011391
R3188,仙岳路辅路（东向西）,118.154073,24.5020647,118.1538357,24.502044899999998
R3189,仙岳路辅路（东向西）,118.1538357,24.502044899999998,118.15251090000002,24.5020716
R3190,仙岳路辅路（东向西）,118.15050500000001,24.5021007,118.1501105,24.5020977
R3191,仙岳路辅路（东向西）,118.1501105,24.5020977,118.14964690000001,24.5020942
R3192,仙岳路辅路（东向西）,118.14964690000001,24.5020942,118.1489541,24.502038199999998
R3193,仙岳路辅路（东向西）,118.14456200000001,24.5016746,118.14385490000001,24.501614800000002
R3194,仙岳路辅路（东向西）,118.14385490000001,24.501614800000002,118.14368259999999,24.5015685
R3195,仙岳路辅路（东向西）,118.14368259999999,24.5015685,118.1426249,24.501550100000003
R3196,仙岳路辅路（东向西）,118.1426249,24.501550100000003,118.1409615,24.5016103
R3197,仙岳路辅路（东向西）,118.13979029999999,24.501658300000003,118.1391851,24.5016997
R3198,仙岳路辅路（东向西）,118.13618729999999,24.5018925,118.13495590000001,24.5020289
R3199,仙岳路辅路（东向西）,118.134725,24.5020492,118.1334899,24.502118300000003
R3200,仙岳路辅路（东向西）,118.1334899,24.502118300000003,118.13267909999999,24.5021829
R3201,仙岳路辅路（东向西）,118.13267909999999,24.5021829,118.13253700000001,24.5021682
R3202,仙岳路辅路（东向西）,118.13149479999998,24.5022711,118.13118500000002,24.502298899999996
R3203,仙岳路辅路（东向西）,118.13118500000002,24.502298899999996,118.13112920000002,24.502305
R3204,仙岳路辅路（东向西）,118.1282538,24.5024831,118.1281584,24.5024943
R3205,仙岳路辅路（东向西）,118.12405679999999,24.502560100000004,118.12337009999999,24.502420800000003
R3206,仙岳路辅路（东向西）,118.12337009999999,24.502420800000003,118.12293159999999,24.5022749
R3207,仙岳路辅路（东向西）,118.12214979999999,24.5019313,118.1215785,24.5016815
R3208,仙岳路辅路（东向西）,118.1215785,24.5016815,118.12140120000001,24.501602899999998
R3209,仙岳路辅路（东向西）,118.12140120000001,24.501602899999998,118.12094590000001,24.5014042
R3210,仙岳路辅路（东向西）,118.12094590000001,24.5014042,118.12002849999999,24.501004000000002
R3211,仙岳路辅路（东向西）,118.1157315,24.4991612,118.11553700000002,24.499070800000002
R3212,仙岳路辅路（东向西）,118.10947730000001,24.496461800000002,118.10940430000001,24.4964344
R3213,仙岳路辅路（东向西）,118.10933610000001,24.4964109,118.1072959,24.4957083
R3214,仙岳路辅路（东向西）,118.1072959,24.4957083,118.1055104,24.495259100000002
R3215,仙岳路辅路（东向西）,118.1055104,24.495259100000002,118.1012587,24.4940575
R3216,仙岳路辅路（东向西）,118.09813419999999,24.493216600000004,118.0978884,24.4931459
R3217,仙岳路辅路（东向西）,118.0978884,24.4931459,118.09766979999999,24.4930902
R3218,仙岳路辅路（东向西）,118.09766979999999,24.4930902,118.09729820000001,24.4929843
R3219,仙岳路辅路（东向西）,118.09729820000001,24.4929843,118.0948529,24.4923093
R3365,仙岳路辅路（东向西）,118.17784640000002,24.5133303,118.1776149,24.5130922
R3366,仙岳路辅路（东向西）,118.17434180000001,24.5104047,118.1735382,24.510091100000004
R3367,仙岳路辅路（东向西）,118.171264,24.509273699999998,118.1710294,24.509188199999997
R3368,仙岳路辅路（东向西）,118.1710294,24.509188199999997,118.1703338,24.508937200000002
R3369,仙岳路辅路（东向西）,118.1703338,24.508937200000002,118.1701297,24.5088552
R3370,仙岳路辅路（东向西）,118.1701297,24.5088552,118.1694098,24.5086063
R3371,仙岳路辅路（东向西）,118.1694098,24.5086063,118.1693463,24.508584699999997
R3372,仙岳路辅路（东向西）,118.1693463,24.508584699999997,118.16876450000001,24.5083871
R3373,仙岳路辅路（东向西）,118.16486189999999,24.506417000000003,118.1636419,24.5056473
R3374,仙岳路辅路（东向西）,118.1636419,24.5056473,118.16227859999998,24.504820300000002
R3375,仙岳路辅路（东向西）,118.15525929999998,24.5020798,118.1545314,24.5019993
R820,湖滨南路（西向东）,118.07371289999999,24.4679239,118.07383100000001,24.4679577
R821,湖滨南路（西向东）,118.07383100000001,24.4679577,118.0739252,24.4679846
R822,湖滨南路（西向东）,118.0739252,24.4679846,118.0740152,24.4680168
R823,湖滨南路（西向东）,118.0741438,24.4680628,118.0744048,24.4681561
R824,湖滨南路（西向东）,118.0744048,24.4681561,118.0757967,24.468517300000002
R825,湖滨南路（西向东）,118.0757967,24.468517300000002,118.0773686,24.4689486
R826,湖滨南路（西向东）,118.0773686,24.4689486,118.078778,24.4693381
R828,湖滨南路（西向东）,118.08180690000002,24.4701602,118.08381750000001,24.4707183
R829,湖滨南路（西向东）,118.08381750000001,24.4707183,118.08599579999999,24.4712685
R830,湖滨南路（西向东）,118.08599579999999,24.4712685,118.08620259999998,24.4713454
R831,湖滨南路（西向东）,118.08620259999998,24.4713454,118.08687590000001,24.4714856
R832,湖滨南路（西向东）,118.08687590000001,24.4714856,118.0878871,24.4717777
R833,湖滨南路（西向东）,118.0878871,24.4717777,118.0894818,24.4722382
R834,湖滨南路（西向东）,118.09234769999999,24.473055399999996,118.09276299999999,24.4731235
R835,湖滨南路（西向东）,118.09511940000002,24.473740499999998,118.09579879999998,24.4739348
R836,湖滨南路（西向东）,118.09579879999998,24.4739348,118.0959638,24.473977800000004
R837,湖滨南路（西向东）,118.0959638,24.473977800000004,118.0964231,24.4741065
R838,湖滨南路（西向东）,118.0964231,24.4741065,118.099127,24.474864399999998
R839,湖滨南路（西向东）,118.10071299999998,24.4752888,118.1030186,24.4759115
R840,湖滨南路（西向东）,118.1060585,24.4767382,118.1065888,24.476887899999998
R895,湖滨南路（西向东）,118.11531709999998,24.4790735,118.11504479999999,24.4790715
R896,湖滨南路（西向东）,118.1143852,24.4789301,118.1138705,24.4788561
R897,湖滨南路（西向东）,118.1099845,24.4777827,118.10740039999999,24.477087
R898,湖滨南路（西向东）,118.10740039999999,24.477087,118.10674920000001,24.476938600000004
R899,湖滨南路（西向东）,118.10674920000001,24.476938600000004,118.1065888,24.476887899999998
R3435,湖滨南路（西向东）,118.0744048,24.4681561,118.0750666,24.468210100000004
R3436,湖滨南路（西向东）,118.07582109999998,24.468414300000003,118.07739280000001,24.4688697
R3437,湖滨南路（西向东）,118.07739280000001,24.4688697,118.07858030000001,24.4691877
R3438,湖滨南路（西向东）,118.08010449999999,24.4695958,118.0818345,24.470089399999996
R3439,湖滨南路（西向东）,118.0818345,24.470089399999996,118.0830477,24.4704111
R3440,湖滨南路（西向东）,118.0838335,24.4706566,118.085704,24.471138600000003
R3461,湖滨南路（西向东）,118.0964231,24.4741065,118.09708429999999,24.474203
R3462,湖滨南路（西向东）,118.10073030000001,24.475232100000003,118.10238030000001,24.475649
R3465,湖滨南路（西向东）,118.10740039999999,24.477087,118.10803659999999,24.477186399999997
R3466,湖滨南路（西向东）,118.1100107,24.4777277,118.11045659999999,24.4778431
R3467,湖滨南路（西向东）,118.08687590000001,24.4714856,118.08733090000001,24.4715465
R3468,湖滨南路（西向东）,118.08791570000001,24.471711,118.0886631,24.4719213
R2933,金尚路（北向南）,118.13833770000001,24.4805139,118.1382957,24.4806815
R2934,金尚路（北向南）,118.13852779999999,24.481634399999997,118.1389051,24.483110800000002
R2935,金尚路（北向南）,118.14071299999999,24.4919527,118.1407565,24.4921625
R2936,金尚路（北向南）,118.1407999,24.4924969,118.1408129,24.4926055
R2937,金尚路（北向南）,118.1408129,24.4926055,118.1410644,24.493353699999997
R2938,金尚路（北向南）,118.1410644,24.493353699999997,118.1414412,24.494488600000004
R2939,金尚路（北向南）,118.14332820000001,24.5001973,118.14349740000002,24.500777600000003
R2940,金尚路（北向南）,118.1436127,24.501112600000003,118.14366629999999,24.5012682
R2941,金尚路（北向南）,118.14368259999999,24.5015685,118.143695,24.5016735
R2942,金尚路（北向南）,118.14374479999998,24.5023462,118.14376440000001,24.5025653
R2943,金尚路（北向南）,118.14376440000001,24.5025653,118.14384440000002,24.5042897
R2944,金尚路（北向南）,118.14430320000001,24.511475,118.14431270000001,24.5116146
R2945,金尚路（北向南）,118.1443456,24.512116199999998,118.14433229999999,24.512203
R2946,金尚路（北向南）,118.14433229999999,24.512203,118.1442008,24.513058800000003
R2947,金尚路（北向南）,118.1442008,24.513058800000003,118.14418290000002,24.5131751
R2948,金尚路（北向南）,118.1435703,24.5169612,118.1432585,24.5189911
R2949,金尚路（北向南）,118.14250679999999,24.521046899999998,118.14217509999999,24.5215967
R2950,金尚路（北向南）,118.14210159999999,24.521707100000004,118.14200600000001,24.5218508
R2951,金尚路（北向南）,118.14200600000001,24.5218508,118.1419108,24.5219938
R2952,金尚路（北向南）,118.1414437,24.522564199999998,118.1408106,24.523140100000003
R2953,金尚路（北向南）,118.13245970000001,24.530578600000002,118.1323995,24.5306493
R2954,金尚路（北向南）,118.1323995,24.5306493,118.13234640000002,24.5307117
R2955,金尚路（北向南）,118.1304374,24.5328977,118.13016999999999,24.533178200000002
R2956,金尚路（北向南）,118.13016999999999,24.533178200000002,118.12959450000001,24.5338948
R865,嘉禾路（北向南）,118.1110767,24.5227198,118.11160220000001,24.522185399999998
R866,嘉禾路（北向南）,118.11229990000001,24.521281,118.1125,24.5209058
R867,嘉禾路（北向南）,118.1134703,24.5155009,118.11358770000001,24.514901199999997
R868,嘉禾路（北向南）,118.1137253,24.5144771,118.11376899999999,24.5143822
R869,嘉禾路（北向南）,118.11376899999999,24.5143822,118.11380729999999,24.514298899999996
R870,嘉禾路（北向南）,118.1144024,24.513149,118.11544140000001,24.5113045
R871,嘉禾路（北向南）,118.115642,24.5109802,118.11577520000002,24.510859
R872,嘉禾路（北向南）,118.117006,24.5095514,118.1174249,24.509161199999998
R873,嘉禾路（北向南）,118.1176147,24.5089939,118.11766010000001,24.508953899999998
R874,嘉禾路（北向南）,118.11786059999999,24.508712300000003,118.11928950000001,24.507514
R875,嘉禾路（北向南）,118.12126040000001,24.5023848,118.12140120000001,24.501602899999998
R876,嘉禾路（北向南）,118.12140120000001,24.501602899999998,118.1214557,24.501300600000004
R877,嘉禾路（北向南）,118.1214557,24.501300600000004,118.1215584,24.500715300000003
R878,嘉禾路（北向南）,118.1215584,24.500715300000003,118.1219582,24.4987092
R879,嘉禾路（北向南）,118.12262609999999,24.495117800000003,118.12278119999999,24.4945905
R880,嘉禾路（北向南）,118.1196178,24.488070999999998,118.1172969,24.4855438
R881,嘉禾路（北向南）,118.1172969,24.4855438,118.11715159999999,24.4853472
R882,嘉禾路（北向南）,118.11715159999999,24.4853472,118.1171011,24.4852515
R883,嘉禾路（北向南）,118.1171011,24.4852515,118.1170638,24.4851867
R884,嘉禾路（北向南）,118.1167206,24.483918,118.11617779999999,24.481980899999996
R885,嘉禾路（北向南）,118.11608659999999,24.4817003,118.11584840000002,24.4807012
R1064,嘉禾路（北向南）,118.1106058,24.5439151,118.1106084,24.5435315
R1065,嘉禾路（北向南）,118.1106084,24.5435315,118.11068799999998,24.543164899999997
R1066,嘉禾路（北向南）,118.1109782,24.5423752,118.1111883,24.5418593
R1067,嘉禾路（北向南）,118.1111883,24.5418593,118.11143770000001,24.541247
R1068,嘉禾路（北向南）,118.11143770000001,24.541247,118.11219209999999,24.5396657
R1069,嘉禾路（北向南）,118.1127074,24.538532,118.11290420000002,24.538093
R1070,嘉禾路（北向南）,118.11290420000002,24.538093,118.1131666,24.537423800000003
R1071,嘉禾路（北向南）,118.1134645,24.534478699999998,118.1134795,24.5339911
R1072,嘉禾路（北向南）,118.1125199,24.530185600000003,118.11231000000001,24.529800299999998
R1073,嘉禾路（北向南）,118.1097986,24.525186399999996,118.10920559999998,24.524434
