LATITUDE,LONGITUDE
24.51174398,118.14053657
24.4647191,118.08235545
24.48463178,118.12103306
24.46672694,118.07134303
24.47088887,118.11654908
24.4941343,118.13599011
24.49309524,118.10092635
24.52050732,118.13238797
24.47855146,118.15539366
24.49771296,118.11360286
24.45688975,118.07110814
24.48800454,118.16183566
24.51115545,118.13466725
22.79924995,124.03555319
24.51128228,118.17574939
24.50007825,118.13494394
24.52243537,117.92195837
24.47252289,118.0889399,
24.47410209,118.10341377
24.48333686,118.1037522,
24.4876785,118.0972422,
24.49814334,118.14620451
24.47928225,118.11349039
24.46484701,118.08765346
24.50628972,118.15432326
24.50668673,118.1704579,
24.46645124,118.07661531
24.5858264,118.09864089
24.49691133,118.12814942
24.4792253,118.14636851
24.50259739,118.14955457
24.47570983,118.1617734,
24.46143604,118.09156832
24.47076123,118.10855235
24.48877053,118.15080669
24.52941221,118.09512623
24.4793487,118.10487039
24.51384277,118.15036174
24.43412432,118.10051988
24.48252835,118.14941331
24.45641051,118.07757198
24.49848115,118.13574782
24.47792189,118.18469592
24.51855638,118.11362572
24.51452497,118.12162738
24.4823337,118.15554513
24.48054714,118.1614284,
24.54774513,118.10533461
24.46275675,118.07863953
24.47423705,118.11771198
24.51066042,118.11487908
24.48871965,118.15233545
24.44791976,118.15291305
24.4997827,118.14270225
24.50174278,118.15474831
24.46998361,118.1247166,
24.47871839,118.14093002
24.50849673,118.11675482
24.49407565,118.12417354
24.51928469,118.15607832
24.51516513,118.14555073
24.48732439,118.1699126,
24.49596221,118.13353859
24.53012449,118.12651401
24.47072117,118.10510019
24.44061177,118.08789573
24.49427653,118.14169061
24.48564762,118.19226139
24.54076543,118.16189316
24.44534835,118.08280192
24.51301188,118.15436696
24.49683637,118.11109366
24.50709998,118.18340225
25.367055,,102.7064815,
24.54239488,118.1481418,
24.47641321,118.09460394
24.52928076,118.10315537
24.47432927,118.10878424
24.54134011,118.15632759
24.4814825,118.11457433
24.48671923,118.15770766
24.49950484,118.11665827
24.5121969,118.16511587
24.47914161,118.08211276
24.55802042,118.13746983
23.5521645,120.39733567
24.55246187,118.1201309,
24.48695179,118.13256832
24.46097795,118.10930813
24.46866164,118.10091646
24.4764038,118.16862029
24.48982012,118.09098653
24.52298528,118.12680712
24.49797357,118.18931534
25.12137777,118.71755523
24.49212008,118.15870215
24.51721296,118.18120857
24.51792773,118.09309163
24.49140871,118.11702813
24.45220925,118.07437061
24.50742947,118.188043,
24.48647428,118.1188142,
24.49539079,118.11885522
24.49941245,118.08665045
24.4992767,118.14985563
24.49072566,118.13397108
24.45828882,118.0869191,
24.50691077,118.12556987
24.52973642,118.1332866,
24.48176921,118.11631603
24.53253296,118.13963326
24.48030873,118.07716927
24.47669361,118.11524511
24.4995349,118.18473026
24.57567241,118.23663529
24.5095021,118.16855098
24.62453188,118.1275108,
24.45182866,118.07799445
24.5046324,118.13967544
24.49355851,118.11031744
24.49013153,118.10631258
24.48373162,118.11584707
24.52970031,118.10914769
24.5243225,118.17996156
24.53052269,118.18421224
24.46676992,118.16213716
24.63662567,118.24211824
24.50931975,118.12992085
24.48654646,118.18360422
24.45560706,118.08215365
24.47625685,118.09933584
24.52296033,118.14033113
24.48273133,118.16787445
24.49995163,118.12098251
24.49306538,118.13858184
24.49991756,118.1275184,
24.5023044,118.12991665
24.50646924,118.0963702,
24.46931188,118.0889313,
24.49455317,118.1156912,
24.49488899,118.16518027
24.49479576,118.17050816
24.48405657,118.10781539
24.48541316,118.13816252
24.4918753,118.09407574
24.49460385,118.12878248
24.49734065,118.12317793
24.49846877,118.10706782
24.46957907,118.08535497
24.5717355,118.04723575
24.48880808,118.15494623
24.4878361,118.12525501
24.49545931,118.0373643,
24.4727716,118.11119637
24.5440033,118.11254713
24.4298484,118.11900855
24.4630756,118.0704913,
24.70817831,118.13706356
24.45915826,118.07515759
24.52964745,118.11971502
24.50845337,118.11058335
24.60095051,118.00440217
24.45782827,118.06867556
21.96826379,119.18685253
24.46391831,118.17544419
24.50241201,118.16971691
24.50946549,118.17290553
24.50434672,118.15483793
24.50624098,118.17442236
24.49544824,118.10668367
24.49048925,118.1214997,
24.46431468,118.09739004
24.47318758,118.09327494
24.35730627,118.00931664
24.49628531,118.14821003
24.49090784,118.12737378
24.49430494,118.08675969
24.48964957,118.10917367
24.47579324,118.15221576
24.63708602,118.06949187
24.46754811,118.0273178,
24.54762654,118.114183,
24.48192837,118.11153489
24.5400001,118.1119739,
24.52303902,118.09810621
24.47779645,118.10996376
24.486925,,118.1148404,
24.47464924,118.1138221,
24.53079543,118.15823205
24.50842535,118.10593386
24.52929869,118.00237417
24.46932543,118.09301378
28.1679306,116.8004638,
24.51427505,118.09619539
24.50258959,118.13611243
24.48305733,118.08858864
24.46919443,118.11206295
24.46824761,118.08167631
24.47406165,118.12118334
24.49144747,118.14874917
24.47938286,118.13125697
24.47042779,118.09673731
24.49903161,118.08175687
24.53670508,118.12789983
24.48552974,118.11139156
24.50041224,118.13922242
24.46197788,118.06746029
24.43689267,118.11119838
24.54695468,118.14408499
24.47821398,118.17455254
24.53197193,118.14714268
24.51245371,118.18777017
24.49454409,118.13465391
24.51543325,118.13557407
24.60555429,118.07522254
24.48312568,118.17537951
24.51818822,118.1071414,
24.47983772,118.13625126
24.50971793,118.09078485
24.47929484,118.11794297
24.50527101,118.16324652
24.48901463,118.1178359,
24.46295789,118.07466156
24.47702117,118.12626214
24.47954343,118.12155494
24.5271641,118.1657004,
24.49639608,118.1421158,
24.50605884,118.14488308
24.52434066,118.14711065
24.51456017,118.15705093
24.52789953,118.09922895
24.51052556,118.18145076
24.47136626,118.17033317
24.43942256,118.1173367,
24.49141234,118.1123275,
24.48784037,118.07454319
24.50296288,118.12268798
24.50857614,118.15117579
24.49744357,118.13598271